city,state_id,state_name
Potosi,WI,Wisconsin
Stanwood,IA,Iowa
Grimes,AL,Alabama
Cobbtown,GA,Georgia
Umapine,OR,Oregon
Hickory,MS,Mississippi
La Liga,PR,Puerto Rico
Fort Garland,CO,Colorado
Kiester,MN,Minnesota
Lyndon,IL,Illinois
Noxapater,MS,Mississippi
Zeb,OK,Oklahoma
Loraine,TX,Texas
Confluence,PA,Pennsylvania
Beverly Shores,IN,Indiana
Friendship,OH,Ohio
Fremont,WI,Wisconsin
Warsaw,OH,Ohio
Kelso,MO,Missouri
Pinecroft,PA,Pennsylvania
Truro,IA,Iowa
Johnson Siding,SD,South Dakota
Silverton,ID,Idaho
Parma,MI,Michigan
Wright City,OK,Oklahoma
Cherry Grove,WA,Washington
Chestertown,NY,New York
Oconomowoc Lake,WI,Wisconsin
Barnhill,OH,Ohio
Westmoreland,KS,Kansas
North Chevy Chase,MD,Maryland
Argyle,MN,Minnesota
Burlington,IN,Indiana
Blue Summit,MO,Missouri
Lafayette,MN,Minnesota
Anderson,NJ,New Jersey
Pattison,TX,Texas
Doyle,TN,Tennessee
Enterprise,MS,Mississippi
Port Deposit,MD,Maryland
Holland,AR,Arkansas
Sun,LA,Louisiana
Pitkin,LA,Louisiana
Fort Towson,OK,Oklahoma
Sandersville,MS,Mississippi
Baker,CA,California
Friendship,WI,Wisconsin
Strattanville,PA,Pennsylvania
Lizton,IN,Indiana
Byron,MI,Michigan
Eldred,PA,Pennsylvania
Pe Ell,WA,Washington
Bevier,MO,Missouri
Hoytsville,UT,Utah
Cairnbrook,PA,Pennsylvania
Fordsville,KY,Kentucky
Loleta,CA,California
Stannards,NY,New York
Radcliffe,IA,Iowa
Middle Point,OH,Ohio
Gustavus,AK,Alaska
Burnsville,WV,West Virginia
Eva,AL,Alabama
Broomes Island,MD,Maryland
Chireno,TX,Texas
Heron Lake,MN,Minnesota
Annetta North,TX,Texas
Myton,UT,Utah
Pretty Prairie,KS,Kansas
Summerland,CA,California
Langley,OK,Oklahoma
Saddle Rock Estates,NY,New York
Salado,AR,Arkansas
Pearcy,AR,Arkansas
White River,SD,South Dakota
Turrell,AR,Arkansas
Keyesport,IL,Illinois
Plum,TX,Texas
Hammondsport,NY,New York
Iberia,MO,Missouri
San Ygnacio,TX,Texas
Worthington,PA,Pennsylvania
Rocky Fork Point,OH,Ohio
Chaplin,KY,Kentucky
Garfield,WA,Washington
Malverne Park Oaks,NY,New York
Rushville,NY,New York
Scio,OH,Ohio
Zayante,CA,California
Wrightstown,NJ,New Jersey
Lake Norden,SD,South Dakota
Derby,OH,Ohio
Hatley,WI,Wisconsin
Soldiers Grove,WI,Wisconsin
North Courtland,AL,Alabama
Remy,OK,Oklahoma
Waubeka,WI,Wisconsin
Duck,NC,North Carolina
Dubois,ID,Idaho
Drakes Branch,VA,Virginia
Gilbert,SC,South Carolina
Trimble,MO,Missouri
Steinhatchee,FL,Florida
Vermont,IL,Illinois
Onida,SD,South Dakota
Newton Grove,NC,North Carolina
Fox River,AK,Alaska
North Woodstock,NH,New Hampshire
Wayland,MO,Missouri
Albion,WA,Washington
Laytonsville,MD,Maryland
Hopkins Park,IL,Illinois
Helena,SC,South Carolina
Dows,IA,Iowa
Kuttawa,KY,Kentucky
Mount Aetna,MD,Maryland
Burnside,AZ,Arizona
Timber Lake,SD,South Dakota
Garza-Salinas II,TX,Texas
Collbran,CO,Colorado
Letha,ID,Idaho
Bradford,AR,Arkansas
Conetoe,NC,North Carolina
Clearview,WV,West Virginia
San Ardo,CA,California
Lockwood,CA,California
Burt,IA,Iowa
Sundance,NM,New Mexico
Roxton,TX,Texas
Port Leyden,NY,New York
Tallula,IL,Illinois
Nucla,CO,Colorado
Nocona Hills,TX,Texas
Atlantic Mine,MI,Michigan
Draper,VA,Virginia
Thayer,IL,Illinois
Grover,NC,North Carolina
Cross Timber,TX,Texas
Seymour,IA,Iowa
Livingston Wheeler,NM,New Mexico
Orleans,IA,Iowa
Talco,TX,Texas
Rio Lucio,NM,New Mexico
Rock Mills,AL,Alabama
Courtdale,PA,Pennsylvania
Morley,MO,Missouri
Pennwyn,PA,Pennsylvania
Auburn,WY,Wyoming
Huntington,VT,Vermont
Goessel,KS,Kansas
Elmwood Park,WI,Wisconsin
Charter Oak,IA,Iowa
Pittsburg,IL,Illinois
Sunfish Lake,MN,Minnesota
Titusville,NY,New York
Westley,CA,California
Vici,OK,Oklahoma
Greentop,MO,Missouri
North Creek,NY,New York
Mohrsville,PA,Pennsylvania
Ghent,WV,West Virginia
Asher,OK,Oklahoma
White,SD,South Dakota
Tryon,OK,Oklahoma
Mansfield,GA,Georgia
Pajonal,PR,Puerto Rico
Bull Creek,MO,Missouri
Allenspark,CO,Colorado
Fairland,IN,Indiana
Cascade,MT,Montana
Corn,OK,Oklahoma
Whitsett,NC,North Carolina
Buffalo,KY,Kentucky
Cedar Valley,OK,Oklahoma
Gibsland,LA,Louisiana
Jeromesville,OH,Ohio
Enola,AR,Arkansas
Cloverdale,MS,Mississippi
Round Valley,CA,California
Scurry,TX,Texas
Paragon,IN,Indiana
Wanship,UT,Utah
Fort Cobb,OK,Oklahoma
Lanesboro,PA,Pennsylvania
Milano,TX,Texas
Richburg,NY,New York
Sardis,OH,Ohio
Kingsland,AR,Arkansas
O'Brien,OR,Oregon
Kingfield,ME,Maine
Dinwiddie,VA,Virginia
Brownsboro Farm,KY,Kentucky
Wilsonville,IL,Illinois
Post Oak Bend City,TX,Texas
New Stuyahok,AK,Alaska
Hayesville,OH,Ohio
Morley,MI,Michigan
Waldron,MI,Michigan
Center City,MN,Minnesota
Echo,OR,Oregon
La Harpe,KS,Kansas
Bird-in-Hand,PA,Pennsylvania
Deal,NJ,New Jersey
Briarcliffe Acres,SC,South Carolina
Willsboro Point,NY,New York
Sprague,WA,Washington
Millers Lake,MI,Michigan
Huntington,AR,Arkansas
Sandy Hollow-Escondidas,TX,Texas
Mount Pleasant,MS,Mississippi
Mountain Lake,NJ,New Jersey
Pin Oak Acres,OK,Oklahoma
North Troy,VT,Vermont
Woodson,IL,Illinois
Spencer,OH,Ohio
Ravenwood,MO,Missouri
Shiloh,OH,Ohio
Parma,MO,Missouri
Higbee,MO,Missouri
Atlantic,VA,Virginia
Plantersville,TX,Texas
Dillwyn,VA,Virginia
Olivia Lopez de Gutierrez,TX,Texas
Ohio,IL,Illinois
Knoxville,AR,Arkansas
Martinsburg,MO,Missouri
Red Oak,OK,Oklahoma
Palmyra,IL,Illinois
Hill City,MN,Minnesota
Berlin Heights,OH,Ohio
Reedsville,WV,West Virginia
Ailey,GA,Georgia
Cliffside,NC,North Carolina
Hartford Village,VT,Vermont
Balaton,MN,Minnesota
Sausal,NM,New Mexico
West City,IL,Illinois
Midway,AL,Alabama
Laona,WI,Wisconsin
Boyd,WI,Wisconsin
Pownal,VT,Vermont
Mountain Pine,AR,Arkansas
Crystal Springs,AR,Arkansas
Verdigre,NE,Nebraska
Lake Milton,OH,Ohio
Buffalo Lake,MN,Minnesota
Orderville,UT,Utah
Darrtown,OH,Ohio
Ozawkie,KS,Kansas
Ironton,MN,Minnesota
Riverlea,OH,Ohio
Atlanta,MO,Missouri
West Nanticoke,PA,Pennsylvania
Fisk,MO,Missouri
South Shaftsbury,VT,Vermont
Cream Ridge,NJ,New Jersey
Pikeville,NC,North Carolina
Rocky Mountain,OK,Oklahoma
Buda,IL,Illinois
Indio Hills,CA,California
Chickasaw Point,SC,South Carolina
Ashland,MS,Mississippi
Wade,NC,North Carolina
Anmoore,WV,West Virginia
Hermitage,AR,Arkansas
Clarissa,MN,Minnesota
Baywood,VA,Virginia
South Mansfield,LA,Louisiana
Delta,MO,Missouri
Keezletown,VA,Virginia
Howard,KS,Kansas
North Hodge,LA,Louisiana
Fincastle,KY,Kentucky
Eastover,SC,South Carolina
Chadwick,IL,Illinois
Aniak,AK,Alaska
Coalville,IA,Iowa
Hampton,MN,Minnesota
Belleplain,NJ,New Jersey
Timber Hills,PA,Pennsylvania
Lower Berkshire Valley,NJ,New Jersey
Sabin,MN,Minnesota
St. Rose,IL,Illinois
Brazos Country,TX,Texas
Slovan,PA,Pennsylvania
Buffalo Springs,TX,Texas
Carlisle,SC,South Carolina
Wibaux,MT,Montana
Juliaetta,ID,Idaho
Mountain Lakes,NH,New Hampshire
Oglesby,TX,Texas
Cisne,IL,Illinois
La Paz,IN,Indiana
Centralhatchee,GA,Georgia
Grand Mound,IA,Iowa
Glenwood,UT,Utah
Louisville,AL,Alabama
Branson West,MO,Missouri
Yakutat,AK,Alaska
Zanesville,IN,Indiana
Boothville,LA,Louisiana
Irondale,MO,Missouri
North Fairfield,OH,Ohio
Melville,LA,Louisiana
Shoals,IN,Indiana
Castalian Springs,TN,Tennessee
La Paz Valley,AZ,Arizona
Red Feather Lakes,CO,Colorado
Cheriton,VA,Virginia
Cove City,NC,North Carolina
Gettysburg,OH,Ohio
Trenton,UT,Utah
Morrisville,MO,Missouri
Lakewood Shores,IL,Illinois
Embarrass,WI,Wisconsin
Huntley,MT,Montana
Lake Mystic,FL,Florida
Fort Johnson,NY,New York
Langford,SD,South Dakota
Tiger,GA,Georgia
Asbury,MO,Missouri
Ellsinore,MO,Missouri
Chaires,FL,Florida
Windsor Heights,WV,West Virginia
Etna Green,IN,Indiana
Carbonado,WA,Washington
Wausaukee,WI,Wisconsin
Clintonville,PA,Pennsylvania
Ranburne,AL,Alabama
Rices Landing,PA,Pennsylvania
Riegelwood,NC,North Carolina
La Crosse,VA,Virginia
Shishmaref,AK,Alaska
Atlantic,NC,North Carolina
New Baltimore,NY,New York
Colbert,GA,Georgia
Ronda,NC,North Carolina
Smock,PA,Pennsylvania
Jewett,OH,Ohio
Tall Timbers,MD,Maryland
Gibson,TN,Tennessee
Gordonville,PA,Pennsylvania
Ivanhoe,MN,Minnesota
Conneaut Lake,PA,Pennsylvania
Wheatland,PA,Pennsylvania
Villa Heights,VA,Virginia
Gallipolis Ferry,WV,West Virginia
Mecca,IN,Indiana
Bayfield,WI,Wisconsin
Kensington,KS,Kansas
Ullin,IL,Illinois
Tripp,SD,South Dakota
Cass Lake,MN,Minnesota
Jacksonville,PA,Pennsylvania
Labish Village,OR,Oregon
Prospect,OR,Oregon
Savanna,OK,Oklahoma
Verdunville,WV,West Virginia
Malden,WV,West Virginia
Oxford Junction,IA,Iowa
Ellerslie,MD,Maryland
Napakiak,AK,Alaska
Rothsay,MN,Minnesota
Woodsdale,OH,Ohio
Three Bridges,NJ,New Jersey
Bucoda,WA,Washington
Altona,CO,Colorado
Ava,IL,Illinois
Beacon,IA,Iowa
Orason,TX,Texas
Irvona,PA,Pennsylvania
Mayesville,SC,South Carolina
Miller,OH,Ohio
Pinedale,NM,New Mexico
Melrose,OR,Oregon
Vernon,MI,Michigan
Wainwright,AK,Alaska
Fairfield,WA,Washington
Kenvir,KY,Kentucky
South Mills,NC,North Carolina
Pueblo of Sandia Village,NM,New Mexico
Hemingway,SC,South Carolina
Cullom,IL,Illinois
Amboy,MN,Minnesota
Buckholts,TX,Texas
Sacred Heart,MN,Minnesota
Solomon,AZ,Arizona
Bismarck,IL,Illinois
Milner,GA,Georgia
Fish Springs,NV,Nevada
North Walpole,NH,New Hampshire
Van Bibber Lake,IN,Indiana
Pineview,GA,Georgia
Cactus Forest,AZ,Arizona
Petersburg,TN,Tennessee
Avoca,WI,Wisconsin
Cochranville,PA,Pennsylvania
Walnut Grove,MO,Missouri
Sunset Valley,TX,Texas
Stacyville,IA,Iowa
High Falls,NY,New York
Wyndmere,ND,North Dakota
Valparaiso,NE,Nebraska
Hecker,IL,Illinois
Cedro,NM,New Mexico
Dayton,PA,Pennsylvania
Naylor,MO,Missouri
Firth,ID,Idaho
Elma,IA,Iowa
Odessa,NY,New York
Thompsonville,IL,Illinois
Cement,OK,Oklahoma
Cokeville,WY,Wyoming
Cross Hill,SC,South Carolina
Milstead,GA,Georgia
Campbellsburg,IN,Indiana
Avalon,FL,Florida
Atlanta,MI,Michigan
Riley,IN,Indiana
Bay Shore,MI,Michigan
Dry Tavern,PA,Pennsylvania
San Marine,OR,Oregon
Gilman,IA,Iowa
Chippewa Park,OH,Ohio
South Range,MI,Michigan
Snook,TX,Texas
Myrtle,MS,Mississippi
Allenhurst,GA,Georgia
Wheatley,AR,Arkansas
Hatteras,NC,North Carolina
Roeville,FL,Florida
Arden,DE,Delaware
Ephesus,GA,Georgia
Cuyahoga Heights,OH,Ohio
Aguila,AZ,Arizona
Rudd,IA,Iowa
Norwood,CO,Colorado
Fruitvale,TX,Texas
East Alto Bonito,TX,Texas
Parkers Settlement,IN,Indiana
Walsh,CO,Colorado
Brooten,MN,Minnesota
Good Thunder,MN,Minnesota
St. Ann Highlands,CO,Colorado
Bishopville,MD,Maryland
Binger,OK,Oklahoma
Perrysville,IN,Indiana
Iberia,OH,Ohio
Stantonsburg,NC,North Carolina
Lake Buckhorn,OH,Ohio
Andersonville,OH,Ohio
White City,KS,Kansas
Beaver Creek,MD,Maryland
Marble,MN,Minnesota
Barton,MD,Maryland
Worden,MT,Montana
Revloc,PA,Pennsylvania
De Soto,WI,Wisconsin
Turkey Creek,AZ,Arizona
Myrtle Springs,TX,Texas
Brownton,MN,Minnesota
Wheaton,MO,Missouri
Rolla,KS,Kansas
Fairchild,WI,Wisconsin
Dansville,MI,Michigan
Delhi,IA,Iowa
Lefors,TX,Texas
Startup,WA,Washington
Leming,TX,Texas
Lowell,OH,Ohio
Marion,UT,Utah
Onalaska,WA,Washington
Emmet,AR,Arkansas
Greenwood,NE,Nebraska
Arnoldsville,GA,Georgia
Port Washington,OH,Ohio
Canistota,SD,South Dakota
Dearborn,MO,Missouri
Lake Preston,SD,South Dakota
East Millstone,NJ,New Jersey
Olive Branch,IL,Illinois
Richmond,KS,Kansas
Dexter,KS,Kansas
Scranton,IA,Iowa
Mount Blanchard,OH,Ohio
Seven Valleys,PA,Pennsylvania
Melrose,WI,Wisconsin
Arcadia University,PA,Pennsylvania
Holden,WV,West Virginia
Emily,MN,Minnesota
Potters Hill,NC,North Carolina
Arcadia,MO,Missouri
Kanosh,UT,Utah
Charleston,UT,Utah
West Jefferson,AL,Alabama
Dexter,IA,Iowa
Moose Creek,AK,Alaska
Robards,KY,Kentucky
Glenview,KY,Kentucky
Reno Beach,OH,Ohio
Pownal Center,VT,Vermont
Woodland,MI,Michigan
Thaxton,MS,Mississippi
Oakwood,OH,Ohio
Coolville,OH,Ohio
Quaker City,OH,Ohio
Centenary,SC,South Carolina
Lyons Falls,NY,New York
Livingston,WI,Wisconsin
Springfield,SC,South Carolina
Kieler,WI,Wisconsin
Lacomb,OR,Oregon
Ottertail,MN,Minnesota
Altha,FL,Florida
Curlew Lake,WA,Washington
Pettisville,OH,Ohio
Rankin,IL,Illinois
Reynolds,IN,Indiana
Lynnville,IA,Iowa
Reardan,WA,Washington
Furman,SC,South Carolina
Cherry Grove,OR,Oregon
Rivergrove,OR,Oregon
Twin Oaks,MO,Missouri
Buena,WA,Washington
Evaro,MT,Montana
Canova,NM,New Mexico
Fithian,IL,Illinois
Fonda,IA,Iowa
Alton,MO,Missouri
St. James,LA,Louisiana
Spokane,LA,Louisiana
Beauregard,MS,Mississippi
Kimmell,IN,Indiana
Dundee,OH,Ohio
Hatfield,AR,Arkansas
Joseph,UT,Utah
Tangipahoa,LA,Louisiana
Crown City,OH,Ohio
Pleasant Hill,LA,Louisiana
West Hamlin,WV,West Virginia
Peck,MI,Michigan
Freeman,MO,Missouri
Bland,MO,Missouri
Snydertown,PA,Pennsylvania
Ashton,IA,Iowa
Shenandoah Retreat,VA,Virginia
Carney,OK,Oklahoma
Austinburg,OH,Ohio
Blue River,WI,Wisconsin
El Prado Estates,AZ,Arizona
Port Vincent,LA,Louisiana
Blair,OK,Oklahoma
Randolph,MS,Mississippi
Woodland,AL,Alabama
Smiley,TX,Texas
Ursa,IL,Illinois
Camargo,IL,Illinois
Holly Grove,AR,Arkansas
Maple Ridge,OH,Ohio
Marble,NC,North Carolina
Coffeen,IL,Illinois
Allenport,PA,Pennsylvania
Hooven,OH,Ohio
Trout Valley,IL,Illinois
Naytahwaush,MN,Minnesota
Westminster,OH,Ohio
Gresham,WI,Wisconsin
Gumbranch,GA,Georgia
Plainview,AR,Arkansas
Kimball,SD,South Dakota
Portal,GA,Georgia
Connecticut Farms,NJ,New Jersey
Adams,NE,Nebraska
Rock Point,AZ,Arizona
North Springfield,VT,Vermont
Peachland,NC,North Carolina
Hot Springs,VA,Virginia
Mizpah,NJ,New Jersey
Leslie,AR,Arkansas
Willernie,MN,Minnesota
Excel,AL,Alabama
San Jose,IL,Illinois
Helenwood,TN,Tennessee
Manderson-White Horse Creek,SD,South Dakota
West Goshen,CA,California
Sutherland,IA,Iowa
Berthold,ND,North Dakota
Cawood,KY,Kentucky
Schram City,IL,Illinois
Gardiner,OR,Oregon
McLaughlin,SD,South Dakota
Laurel,IN,Indiana
Galena,MO,Missouri
Wilton,WI,Wisconsin
Vanleer,TN,Tennessee
Westlake,FL,Florida
Arlington,OR,Oregon
Cement City,MI,Michigan
Summertown,TN,Tennessee
New Jerusalem,PA,Pennsylvania
Low Mountain,AZ,Arizona
Cross Keys,PA,Pennsylvania
Olpe,KS,Kansas
Woodland,MN,Minnesota
Totah Vista,NM,New Mexico
Argusville,ND,North Dakota
Laurel Hill,FL,Florida
Alexandria,OH,Ohio
Alma Center,WI,Wisconsin
Harmony,NC,North Carolina
Montrose,SD,South Dakota
Orchid,FL,Florida
Tuttletown,CA,California
Sunrise Shores,TX,Texas
Grantsboro,NC,North Carolina
Sinclairville,NY,New York
Lake Village,IN,Indiana
Bluford,IL,Illinois
Oxford,WI,Wisconsin
Hodge,LA,Louisiana
Parker,ID,Idaho
Thornton,TX,Texas
New Springfield,OH,Ohio
Silas,AL,Alabama
Winona,TX,Texas
Scotland,TX,Texas
Batavia,MT,Montana
Massieville,OH,Ohio
Simla,CO,Colorado
Farmington,IA,Iowa
Norway,IA,Iowa
Lime Springs,IA,Iowa
Springfield,LA,Louisiana
Powellton,WV,West Virginia
Poplar Hills,KY,Kentucky
Belt,MT,Montana
Delta,PA,Pennsylvania
Fossil,OR,Oregon
Gordonville,MO,Missouri
Williston,TN,Tennessee
Clarksville,MO,Missouri
Proctorville,OH,Ohio
Wanamie,PA,Pennsylvania
Allensworth,CA,California
Daufuskie Island,SC,South Carolina
Navajo Mountain,UT,Utah
Ducktown,TN,Tennessee
Hillsdale,IL,Illinois
Waite Hill,OH,Ohio
Thomas,WV,West Virginia
Parkerfield,KS,Kansas
Circleville,UT,Utah
Anderson,SD,South Dakota
Delton,MI,Michigan
Kaneville,IL,Illinois
Hartford City,WV,West Virginia
Willisville,IL,Illinois
Golden Beach,FL,Florida
Zearing,IA,Iowa
Kauneonga Lake,NY,New York
Holiday Lakes,OH,Ohio
Liverpool,TX,Texas
Fonda,NY,New York
Timbercreek Canyon,TX,Texas
Coloma,WI,Wisconsin
Mayking,KY,Kentucky
Hammond,IL,Illinois
Peña Pobre,PR,Puerto Rico
Natural Steps,AR,Arkansas
Sicily Island,LA,Louisiana
Millheim,PA,Pennsylvania
Green Meadows,OR,Oregon
New Ross,IN,Indiana
Lacey,AR,Arkansas
Mimbres,NM,New Mexico
Hawk Cove,TX,Texas
Saguache,CO,Colorado
Greens Landing,PA,Pennsylvania
Waverly,KS,Kansas
Jefferson,PA,Pennsylvania
Verden,OK,Oklahoma
Lorain,PA,Pennsylvania
Strasburg,IL,Illinois
Institute,WV,West Virginia
Valier,MT,Montana
Foyil,OK,Oklahoma
Martensdale,IA,Iowa
Lake Almanor Country Club,CA,California
Bancroft,NE,Nebraska
Whigham,GA,Georgia
Oceanside,OR,Oregon
Cortland,NE,Nebraska
Crawfordville,GA,Georgia
Chillicothe,TX,Texas
Tijeras,NM,New Mexico
Pleasant Hill,TN,Tennessee
Hytop,AL,Alabama
Mountainburg,AR,Arkansas
Garden Prairie,IL,Illinois
Marston,MO,Missouri
Richland,IN,Indiana
Forestville,WI,Wisconsin
Parmelee,SD,South Dakota
Evans Mills,NY,New York
Lovingston,VA,Virginia
Hato Arriba,PR,Puerto Rico
Sky Valley,GA,Georgia
Granada,CO,Colorado
German Valley,IL,Illinois
Canute,OK,Oklahoma
Marysvale,UT,Utah
Arivaca,AZ,Arizona
Chapin,IL,Illinois
Veblen,SD,South Dakota
Strathmoor Village,KY,Kentucky
Hornersville,MO,Missouri
Micro,NC,North Carolina
Hawthorn,PA,Pennsylvania
Sidell,IL,Illinois
Otis,CO,Colorado
Warrior Run,PA,Pennsylvania
Addison,MI,Michigan
Masontown,WV,West Virginia
Stinson Beach,CA,California
Meadville,MO,Missouri
Ruth,NC,North Carolina
Glenwood,NE,Nebraska
Jasper,OR,Oregon
Mauricetown,NJ,New Jersey
Carlisle,IN,Indiana
Wampum,PA,Pennsylvania
Woodland Mills,TN,Tennessee
Audubon,MN,Minnesota
Calhoun,TN,Tennessee
North Adams,MI,Michigan
Stuart,NE,Nebraska
Walnuttown,PA,Pennsylvania
Hackneyville,AL,Alabama
Dellwood,WI,Wisconsin
Darlington,MD,Maryland
Ridgeway,MO,Missouri
Rebersburg,PA,Pennsylvania
LeRoy,KS,Kansas
New England,GA,Georgia
Golf,IL,Illinois
Fries,VA,Virginia
Lena,WI,Wisconsin
Lenox,TN,Tennessee
Summit,SC,South Carolina
Pembina,ND,North Dakota
Icehouse Canyon,AZ,Arizona
Mount Vernon,SD,South Dakota
Iron Station,NC,North Carolina
Adell,WI,Wisconsin
South Boardman,MI,Michigan
Naselle,WA,Washington
Crown College,MN,Minnesota
Irene,SD,South Dakota
Cedar Rapids,NE,Nebraska
Prinsburg,MN,Minnesota
Villa Hugo I,PR,Puerto Rico
Mesquite Creek,AZ,Arizona
Brewster,MN,Minnesota
Central Bridge,NY,New York
Lyons,PA,Pennsylvania
Mount Crawford,VA,Virginia
Nelsonia,VA,Virginia
Cuba,NM,New Mexico
Norfork,AR,Arkansas
Gouglersville,PA,Pennsylvania
Capon Bridge,WV,West Virginia
Southampton Meadows,VA,Virginia
Damiansville,IL,Illinois
Rowe,NM,New Mexico
Verlot,WA,Washington
Phelps,KY,Kentucky
Reddick,FL,Florida
Yadkin College,NC,North Carolina
Byromville,GA,Georgia
Springdale,UT,Utah
Lake Bungee,CT,Connecticut
Vicksburg,AZ,Arizona
Dayton,ID,Idaho
East Cathlamet,WA,Washington
Big Delta,AK,Alaska
Union Valley,TX,Texas
Westfield,IL,Illinois
Upton,KY,Kentucky
Finklea,SC,South Carolina
Sparkman,AR,Arkansas
Weston,OR,Oregon
West Decatur,PA,Pennsylvania
Gordon,TX,Texas
Hot Springs,NC,North Carolina
Raysal,WV,West Virginia
Colesburg,IA,Iowa
Chandlerville,IL,Illinois
Stony Ridge,OH,Ohio
Oahe Acres,SD,South Dakota
Quilcene,WA,Washington
Kahite,TN,Tennessee
Isleton,CA,California
Stanhope,IA,Iowa
Elk Horn,IA,Iowa
D'Lo,MS,Mississippi
Dix,IL,Illinois
Earlsboro,OK,Oklahoma
Fort Yukon,AK,Alaska
Van Lear,KY,Kentucky
Sun River Terrace,IL,Illinois
Ellsworth,IA,Iowa
Sunset,TX,Texas
Wylandville,PA,Pennsylvania
Indian Field,CT,Connecticut
Bonfield,IL,Illinois
Ponderosa Pines,MT,Montana
Sharpsburg,GA,Georgia
Ranchos Penitas West,TX,Texas
University Park,IA,Iowa
Withee,WI,Wisconsin
Leslie,GA,Georgia
Sabula,IA,Iowa
Galena,AK,Alaska
Lynchburg,SC,South Carolina
Hornbeak,TN,Tennessee
Deweyville,TX,Texas
Benton,PA,Pennsylvania
Gisela,AZ,Arizona
Florence,WI,Wisconsin
Elfin Forest,CA,California
El Centro Naval Air Facility,CA,California
Pryor,MT,Montana
Vail,IA,Iowa
Ireton,IA,Iowa
Green Isle,MN,Minnesota
Juniata Terrace,PA,Pennsylvania
Brunson,SC,South Carolina
Hamburg,MN,Minnesota
Rosebud,MO,Missouri
Cedar Grove,WV,West Virginia
Newton,GA,Georgia
Butterfield,MN,Minnesota
Fountain,MN,Minnesota
Winterstown,PA,Pennsylvania
Danforth,IL,Illinois
Napaskiak,AK,Alaska
McIntosh,NM,New Mexico
Rancho Banquete,TX,Texas
Richland,IA,Iowa
Beverly Beach,FL,Florida
Bancroft,KY,Kentucky
Reedsville,PA,Pennsylvania
Coulee City,WA,Washington
Hawkeye,IA,Iowa
St. George Island,MD,Maryland
Bergholz,OH,Ohio
Moorland,KY,Kentucky
Centerville,LA,Louisiana
Ai,OH,Ohio
Exeter,NE,Nebraska
Alba,TX,Texas
Polkville,NC,North Carolina
Graeagle,CA,California
Tecolotito,NM,New Mexico
Maringouin,LA,Louisiana
Platte Woods,MO,Missouri
Craigmont,ID,Idaho
Sargent,NE,Nebraska
Staley,NC,North Carolina
Keota,OK,Oklahoma
McGregor,MN,Minnesota
Whittemore,IA,Iowa
Shoreham,NY,New York
Vina,AL,Alabama
Robinette,WV,West Virginia
Sheppton,PA,Pennsylvania
Buckhorn,PA,Pennsylvania
Sea Ranch Lakes,FL,Florida
Lyerly,GA,Georgia
Three Springs,PA,Pennsylvania
Meadow Bridge,WV,West Virginia
Cosmos,MN,Minnesota
Schenevus,NY,New York
Ruffin,NC,North Carolina
Silkworth,PA,Pennsylvania
Winfield,TX,Texas
Bertha,MN,Minnesota
Badger,IA,Iowa
Jane Lew,WV,West Virginia
Boykins,VA,Virginia
Amalga,UT,Utah
Industry,IL,Illinois
Stonewall,TX,Texas
Nazlini,AZ,Arizona
Milton,IA,Iowa
Linville,VA,Virginia
Gasquet,CA,California
Arnot,PA,Pennsylvania
Arlington,KS,Kansas
Manzanita,OR,Oregon
Union Star,MO,Missouri
Twin Lakes,IA,Iowa
Copperhill,TN,Tennessee
Endeavor,WI,Wisconsin
Pine Valley,NY,New York
Caspian,MI,Michigan
St. Florian,AL,Alabama
Redbird Smith,OK,Oklahoma
Beechmont,KY,Kentucky
Callery,PA,Pennsylvania
San Simeon,CA,California
Butterfield Park,NM,New Mexico
Martin,MI,Michigan
Williams Creek,IN,Indiana
Olanta,SC,South Carolina
Crestview,KY,Kentucky
Thompson,IA,Iowa
Frankford,MO,Missouri
East Rochester,PA,Pennsylvania
Kent Narrows,MD,Maryland
Lewistown Heights,MT,Montana
Riverwood,KY,Kentucky
Sorento,IL,Illinois
East View,WV,West Virginia
Matewan,WV,West Virginia
Coupland,TX,Texas
Mather,PA,Pennsylvania
Evant,TX,Texas
Blum,TX,Texas
Franklin,MN,Minnesota
Carlton,MT,Montana
Portia,AR,Arkansas
Floodwood,MN,Minnesota
Buffalo Gap,TX,Texas
Gustine,TX,Texas
Boulder Canyon,SD,South Dakota
Rush Valley,UT,Utah
Decatur,NE,Nebraska
Portland,PA,Pennsylvania
Morral,OH,Ohio
Wadsworth,TX,Texas
Cook,MN,Minnesota
Greens Fork,IN,Indiana
Woodbourne,NY,New York
Scotts Corners,NY,New York
Strykersville,NY,New York
Ravia,OK,Oklahoma
Hillsboro,IN,Indiana
Center,MO,Missouri
Stamford,VT,Vermont
Mattawamkeag,ME,Maine
St. Francisville,IL,Illinois
Lassalle Comunidad,PR,Puerto Rico
Holiday Pocono,PA,Pennsylvania
Brownville Junction,ME,Maine
Byron,WY,Wyoming
Springdale,WA,Washington
Nenana,AK,Alaska
Natchez,LA,Louisiana
Bass Lake,OH,Ohio
McKenney,VA,Virginia
Miltonvale,KS,Kansas
Kopperston,WV,West Virginia
Babbie,AL,Alabama
Diagonal,IA,Iowa
Lyons,TX,Texas
Harrodsburg,IN,Indiana
Glenaire,MO,Missouri
Big Run,PA,Pennsylvania
Point Place,LA,Louisiana
Grassflat,PA,Pennsylvania
Ascutney,VT,Vermont
